ID;Datum;Tyzden;C_1;C_2;C_3;C_4;C_5;C_6;P_1;P_2;P_3;P_4;P_5;P_6;P_7;P_8;P_9;P_10;P_11;P_12;JACKPOT;VKLAD;NA_VYHRY
159;17.2.2015;8;3;6;5;6;6;0;0;0,00000;1;1200,00000;2;150,00000;10;30,00000;124;2,50000;1289;0,50000;15641,85000;4255,80000;18396,35000
160;18.2.2015;8;6;2;8;6;1;9;0;0,00000;0;1200,00000;0;150,00000;17;30,00000;138;2,50000;1250;0,50000;16310,00000;4296,30000;17790,00000
161;19.2.2015;8;7;1;4;3;9;8;0;0,00000;0;1200,00000;1;150,00000;17;30,00000;117;2,50000;1348;0,50000;16893,45000;4419,90000;18519,95000
162;20.2.2015;8;7;9;7;7;6;6;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;137;2,50000;1373;0,50000;17877,90000;4506,90000;19146,90000
163;21.2.2015;8;0;7;5;8;0;3;0;0,00000;0;1200,00000;2;150,00000;15;30,00000;124;2,50000;1217;0,50000;18288,25000;4157,70000;19956,75000
164;22.2.2015;8;9;7;4;4;8;7;0;0,00000;0;1200,00000;2;150,00000;4;30,00000;118;2,50000;1154;0,50000;18942,95000;3893,40000;20234,95000
165;23.2.2015;9;6;8;2;5;9;7;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;136;2,50000;1236;0,50000;19542,55000;4015,20000;20950,55000
166;24.2.2015;9;1;6;5;6;7;0;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;126;2,50000;1178;0,50000;20336,25000;3995,40000;21540,25000
167;25.2.2015;9;7;0;0;6;1;7;0;0,00000;1;1200,00000;1;150,00000;12;30,00000;99;2,50000;1213;0,50000;19799,05000;4053,60000;22363,05000
168;26.2.2015;9;1;7;1;3;0;9;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;128;2,50000;1229;0,50000;20414,20000;4119,30000;21858,70000
169;27.2.2015;9;9;5;3;6;6;0;0;0,00000;1;1200,00000;0;150,00000;18;30,00000;137;2,50000;1234;0,50000;19797,45000;4165,50000;22496,95000
170;28.2.2015;9;4;8;5;6;1;6;0;0,00000;0;1200,00000;1;150,00000;18;30,00000;124;2,50000;1186;0,50000;20164,20000;3919,50000;21757,20000
171;1.3.2015;9;7;9;0;1;5;5;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;114;2,50000;1069;0,50000;20856,55000;3683,70000;22006,05000
172;2.3.2015;10;0;3;0;3;4;2;0;0,00000;0;1200,00000;0;150,00000;16;30,00000;124;2,50000;1063;0,50000;21450,25000;3830,40000;22771,75000
173;3.3.2015;10;5;8;4;1;0;3;0;0,00000;0;1200,00000;0;150,00000;15;30,00000;123;2,50000;1208;0,50000;22020,00000;3862,50000;23381,50000
174;4.3.2015;10;0;8;7;8;3;9;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;107;2,50000;1157;0,50000;22795,95000;3843,90000;23941,95000
175;5.3.2015;10;3;4;2;6;5;0;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;145;2,50000;1142;0,50000;23501,80000;3998,70000;24795,30000
176;6.3.2015;10;0;4;4;9;6;7;0;0,00000;0;1200,00000;1;150,00000;16;30,00000;127;2,50000;1325;0,50000;24005,60000;4227,60000;25615,60000
177;7.3.2015;10;6;6;8;9;9;7;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;118;2,50000;1230;0,50000;24790,75000;3990,30000;26000,75000
178;8.3.2015;10;3;5;7;4;0;4;0;0,00000;0;1200,00000;0;150,00000;15;30,00000;106;2,50000;1125;0,50000;25376,85000;3727,20000;26654,35000
179;9.3.2015;11;7;8;7;1;9;4;0;0,00000;0;1200,00000;0;150,00000;13;30,00000;123;2,50000;1109;0,50000;25996,40000;3743,10000;27248,40000
180;10.3.2015;11;8;4;6;9;2;3;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;112;2,50000;1139;0,50000;26690,70000;3807,60000;27900,20000
181;11.3.2015;11;9;6;4;1;6;0;1;27439,90000;0;1200,00000;0;150,00000;12;30,00000;110;2,50000;1098;0,50000;0,00000;3866,40000;28623,90000
182;12.3.2015;11;3;7;3;9;3;3;0;0,00000;0;1200,00000;0;150,00000;14;30,00000;113;2,50000;1181;0,50000;704,10000;3994,20000;1997,10000
183;13.3.2015;11;6;7;3;2;0;0;0;0,00000;0;1200,00000;3;150,00000;12;30,00000;133;2,50000;1239;0,50000;1114,40000;4344,60000;2876,40000
184;14.3.2015;11;5;7;5;0;4;4;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;136;2,50000;1151;0,50000;1702,20000;3966,60000;3097,70000
185;15.3.2015;11;7;9;3;5;2;4;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;96;2,50000;1134;0,50000;2645,85000;3801,30000;3602,85000
186;16.3.2015;12;1;7;2;5;1;5;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;110;2,50000;1105;0,50000;3474,95000;3793,20000;4542,45000
187;17.3.2015;12;8;2;3;1;6;1;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;129;2,50000;1149;0,50000;4242,20000;3748,50000;5349,20000
188;18.3.2015;12;8;4;7;5;4;1;0;0,00000;0;1200,00000;3;150,00000;13;30,00000;115;2,50000;1180;0,50000;4441,25000;3833,10000;6158,75000
189;19.3.2015;12;7;7;5;5;5;8;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;122;2,50000;1270;0,50000;5006,50000;4030,50000;6456,50000
190;20.3.2015;12;9;6;5;5;0;1;0;0,00000;0;1200,00000;2;150,00000;12;30,00000;134;2,50000;1218;0,50000;5440,10000;4075,20000;7044,10000
191;21.3.2015;12;1;1;5;7;9;7;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;123;2,50000;1170;0,50000;6017,00000;3838,80000;7359,50000
192;22.3.2015;12;8;4;1;8;1;4;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;113;2,50000;1108;0,50000;6657,55000;3674,10000;7854,05000
193;23.3.2015;13;0;6;3;6;8;8;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;108;2,50000;1142;0,50000;7353,90000;3674,70000;8494,90000
194;24.3.2015;13;1;1;6;2;5;3;0;0,00000;1;1200,00000;0;150,00000;10;30,00000;119;2,50000;1102;0,50000;6853,25000;3695,70000;9201,75000
195;25.3.2015;13;1;6;3;7;0;3;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;102;2,50000;1095;0,50000;7417,70000;3693,90000;8700,20000
196;26.3.2015;13;5;5;0;6;0;9;0;0,00000;0;1200,00000;0;150,00000;13;30,00000;104;2,50000;1154;0,50000;8100,05000;3818,70000;9327,05000
197;27.3.2015;13;7;7;0;1;9;3;0;0,00000;0;1200,00000;1;150,00000;13;30,00000;114;2,50000;1164;0,50000;8599,85000;3813,60000;10006,85000
198;28.3.2015;13;3;6;5;4;2;5;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;102;2,50000;1064;0,50000;9196,30000;3666,90000;10433,30000
199;29.3.2015;13;5;4;2;4;5;7;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;98;2,50000;1029;0,50000;9827,60000;3441,60000;10917,10000
200;30.3.2015;14;8;2;3;3;2;5;0;0,00000;0;1200,00000;0;150,00000;4;30,00000;117;2,50000;1104;0,50000;10628,60000;3531,00000;11593,10000
201;31.3.2015;14;4;2;9;0;1;7;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;113;2,50000;1066;0,50000;11276,20000;3526,20000;12391,70000
202;1.4.2015;14;6;7;9;1;1;0;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;116;2,50000;1085;0,50000;11894,80000;3622,20000;13087,30000
203;2.4.2015;14;2;8;5;4;9;6;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;101;2,50000;1222;0,50000;12484,05000;4045,50000;13917,55000
204;4.4.2015;14;9;2;7;6;8;6;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;120;2,50000;1147;0,50000;13113,55000;3906,00000;14437,05000
205;5.4.2015;14;9;9;2;5;9;3;0;0,00000;1;1200,00000;0;150,00000;9;30,00000;79;2,50000;844;0,50000;12435,85000;2823,60000;14525,35000
206;6.4.2015;15;9;4;4;9;9;8;0;0,00000;0;1200,00000;1;150,00000;4;30,00000;76;2,50000;756;0,50000;12806,85000;2418,00000;13644,85000
207;7.4.2015;15;0;9;9;7;0;2;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;112;2,50000;1038;0,50000;13185,95000;3436,20000;14524,95000
208;8.4.2015;15;3;5;0;0;2;2;0;0,00000;0;1200,00000;4;150,00000;9;30,00000;112;2,50000;1051;0,50000;13262,00000;3503,10000;14937,50000
209;9.4.2015;15;8;3;0;0;7;0;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;119;2,50000;1051;0,50000;13963,90000;3709,80000;15116,90000
210;10.4.2015;15;9;2;1;4;2;1;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;116;2,50000;1178;0,50000;14529,25000;3788,70000;15858,25000
211;11.4.2015;15;2;3;1;4;6;9;0;0,00000;0;1200,00000;2;150,00000;16;30,00000;93;2,50000;1075;0,50000;14761,25000;3564,00000;16311,25000
212;12.4.2015;15;8;5;4;7;8;7;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;99;2,50000;1029;0,50000;15466,70000;3414,90000;16468,70000
213;13.4.2015;16;6;4;9;7;1;4;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;83;2,50000;1064;0,50000;16152,05000;3569,70000;17251,55000
214;14.4.2015;16;3;8;8;2;5;7;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;104;2,50000;1106;0,50000;16798,25000;3638,40000;17971,25000
215;15.4.2015;16;7;9;5;5;7;3;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;108;2,50000;1084;0,50000;17388,15000;3643,80000;18620,15000
216;16.4.2015;16;8;8;3;8;8;5;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;106;2,50000;1136;0,50000;18002,20000;3734,10000;19255,20000
217;17.4.2015;16;6;9;2;8;0;4;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;115;2,50000;1138;0,50000;18738,70000;3846,00000;19925,20000
218;18.4.2015;16;7;3;2;9;2;0;0;0,00000;0;1200,00000;0;150,00000;13;30,00000;116;2,50000;1118;0,50000;19345,00000;3690,60000;20584,00000
219;19.4.2015;16;3;3;8;3;5;2;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;91;2,50000;1072;0,50000;20028,10000;3493,20000;21091,60000
220;20.4.2015;17;2;6;8;7;4;9;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;125;2,50000;1112;0,50000;20807,65000;3716,10000;21886,15000
221;21.4.2015;17;1;4;5;8;3;3;0;0,00000;0;1200,00000;0;150,00000;15;30,00000;100;2,50000;1101;0,50000;21417,45000;3720,60000;22667,95000
222;22.4.2015;17;6;2;5;4;9;6;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;102;2,50000;1082;0,50000;22177,10000;3651,30000;23243,10000
223;23.4.2015;17;1;2;2;2;0;4;0;0,00000;2;1200,00000;0;150,00000;12;30,00000;92;2,50000;1161;0,50000;20431,80000;3650,40000;24002,30000
224;24.4.2015;17;1;9;2;9;9;8;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;108;2,50000;1158;0,50000;21285,75000;3765,90000;22314,75000
225;25.4.2015;17;0;8;1;5;8;7;0;0,00000;0;1200,00000;2;150,00000;15;30,00000;112;2,50000;1031;0,50000;21478,30000;3476,10000;23023,80000
226;26.4.2015;17;2;3;9;6;9;0;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;104;2,50000;1036;0,50000;22227,90000;3355,20000;23155,90000
227;27.4.2015;18;3;0;1;8;3;5;0;0,00000;0;1200,00000;1;150,00000;15;30,00000;101;2,50000;1013;0,50000;22571,85000;3405,90000;23930,85000
228;28.4.2015;18;9;6;3;5;8;9;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;103;2,50000;1021;0,50000;23239,50000;3411,30000;24277,50000
229;29.4.2015;18;7;9;4;0;7;6;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;103;2,50000;1038;0,50000;23699,45000;3432,90000;24955,95000
230;30.4.2015;18;0;5;9;4;5;5;0;0,00000;0;1200,00000;0;150,00000;14;30,00000;101;2,50000;1225;0,50000;24297,70000;3766,50000;25582,70000
231;1.5.2015;18;5;0;8;6;3;2;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;92;2,50000;936;0,50000;24637,55000;3095,70000;25845,55000
232;2.5.2015;18;5;6;3;5;4;4;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;100;2,50000;968;0,50000;25323,75000;3380,40000;26327,75000
233;3.5.2015;18;8;1;4;1;8;1;0;0,00000;0;1200,00000;0;150,00000;3;30,00000;105;2,50000;986;0,50000;26045,45000;3134,40000;26890,95000
234;4.5.2015;19;7;0;0;6;4;4;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;96;2,50000;938;0,50000;26672,50000;3452,10000;27771,50000
235;5.5.2015;19;9;8;4;8;4;4;0;0,00000;1;1200,00000;0;150,00000;10;30,00000;93;2,50000;971;0,50000;26168,10000;3427,20000;28386,10000
236;6.5.2015;19;0;4;1;4;3;1;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;103;2,50000;1000;0,50000;26587,80000;3434,40000;27885,30000
237;7.5.2015;19;8;1;0;6;9;5;0;0,00000;1;1200,00000;0;150,00000;14;30,00000;101;2,50000;1098;0,50000;26043,10000;3753,60000;28464,60000
238;8.5.2015;19;4;0;2;2;8;7;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;105;2,50000;996;0,50000;26498,80000;3092,40000;27589,30000
239;9.5.2015;19;7;6;9;1;0;8;1;27124,95000;0;1200,00000;1;150,00000;5;30,00000;107;2,50000;964;0,50000;0,00000;3351,30000;28174,45000
240;10.5.2015;19;9;0;4;4;9;3;0;0,00000;1;1200,00000;1;150,00000;8;30,00000;92;2,50000;952;0,50000;0,00000;3131,40000;1565,70000
241;11.5.2015;20;8;4;2;8;3;3;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;136;2,50000;991;0,50000;640,20000;3371,40000;1685,70000
242;12.5.2015;20;2;0;9;5;1;6;0;0,00000;0;1200,00000;2;150,00000;12;30,00000;105;2,50000;977;0,50000;918,80000;3379,20000;2329,80000
243;13.5.2015;20;4;0;1;0;1;6;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;109;2,50000;1045;0,50000;1562,90000;3418,20000;2627,90000
244;14.5.2015;20;7;2;0;2;4;0;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;111;2,50000;1108;0,50000;2139,15000;3655,50000;3390,65000
245;15.5.2015;20;2;8;3;7;3;2;0;0,00000;0;1200,00000;1;150,00000;5;30,00000;114;2,50000;1106;0,50000;2881,25000;3760,20000;4019,25000
246;16.5.2015;20;5;8;6;1;8;6;0;0,00000;0;1200,00000;0;150,00000;13;30,00000;100;2,50000;1061;0,50000;3467,55000;3513,60000;4638,05000
247;17.5.2015;20;7;9;7;0;6;2;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;101;2,50000;1012;0,50000;4214,90000;3371,70000;5153,40000
248;18.5.2015;21;9;2;5;5;9;8;0;0,00000;0;1200,00000;0;150,00000;3;30,00000;102;2,50000;1052;0,50000;5113,90000;3540,00000;5984,90000
249;19.5.2015;21;9;7;8;0;0;3;0;0,00000;1;1200,00000;2;150,00000;15;30,00000;103;2,50000;1022;0,50000;4144,40000;3498,00000;6862,90000
250;20.5.2015;21;7;5;6;9;3;5;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;112;2,50000;1069;0,50000;4675,55000;3531,30000;5910,05000
251;21.5.2015;21;9;6;2;2;9;3;1;6600,00000;0;1200,00000;0;150,00000;15;30,00000;102;2,50000;1126;0,50000;0,00000;3691,20000;6521,15000
252;22.5.2015;21;6;8;6;9;3;9;0;0,00000;0;1200,00000;0;150,00000;19;30,00000;107;2,50000;1112;0,50000;475,95000;3738,90000;1869,45000
253;23.5.2015;21;2;2;9;1;2;1;0;0,00000;0;1200,00000;1;150,00000;13;30,00000;105;2,50000;1078;0,50000;881,95000;3495,00000;2223,45000
254;24.5.2015;21;9;4;2;2;8;6;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;96;2,50000;991;0,50000;1227,20000;3301,50000;2532,70000
255;25.5.2015;22;4;3;5;4;4;9;0;0,00000;1;1200,00000;1;150,00000;13;30,00000;100;2,50000;1021;0,50000;423,05000;3392,70000;2923,55000
256;26.5.2015;22;6;1;5;9;8;3;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;92;2,50000;1038;0,50000;1058,55000;3429,00000;2137,55000
257;27.5.2015;22;9;8;8;3;9;7;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;110;2,50000;1057;0,50000;1724,90000;3419,70000;2768,40000
258;28.5.2015;22;0;8;5;6;1;4;0;0,00000;0;1200,00000;2;150,00000;13;30,00000;89;2,50000;1077;0,50000;2025,30000;3502,80000;3476,30000
259;29.5.2015;22;3;6;7;2;8;8;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;110;2,50000;1028;0,50000;2624,10000;3435,60000;3743,10000
260;30.5.2015;22;5;2;7;7;5;8;0;0,00000;0;1200,00000;4;150,00000;1;30,00000;104;2,50000;951;0,50000;2864,95000;3212,70000;4230,45000
261;31.5.2015;22;2;5;6;0;3;1;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;123;2,50000;916;0,50000;3290,75000;3102,60000;4416,25000
262;1.6.2015;23;6;2;9;8;7;0;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;104;2,50000;982;0,50000;3721,60000;3203,70000;4892,60000
263;2.6.2015;23;6;3;7;5;7;7;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;100;2,50000;964;0,50000;4438,00000;3196,80000;5320,00000
264;3.6.2015;23;6;5;7;3;6;1;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;94;2,50000;943;0,50000;4824,55000;3206,10000;6041,05000
265;4.6.2015;23;4;0;6;4;5;8;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;92;2,50000;1004;0,50000;5484,85000;3384,60000;6516,85000
266;5.6.2015;23;2;8;2;7;6;7;0;0,00000;0;1200,00000;0;150,00000;17;30,00000;94;2,50000;1076;0,50000;5947,40000;3491,10000;7230,40000
267;6.6.2015;23;9;9;8;3;1;4;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;96;2,50000;1000;0,50000;6403,05000;3291,30000;7593,05000
268;7.6.2015;23;7;0;3;9;3;3;0;0,00000;0;1200,00000;2;150,00000;6;30,00000;92;2,50000;887;0,50000;6795,15000;3091,20000;7948,65000
269;8.6.2015;24;6;7;0;5;7;9;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;89;2,50000;967;0,50000;7223,15000;3168,00000;8379,15000
270;9.6.2015;24;3;7;9;8;2;4;0;0,00000;0;1200,00000;3;150,00000;8;30,00000;107;2,50000;1018;0,50000;7388,20000;3263,10000;8854,70000
271;10.6.2015;24;6;4;8;5;6;4;0;0,00000;0;1200,00000;1;150,00000;14;30,00000;98;2,50000;978;0,50000;7761,05000;3353,70000;9065,05000
272;11.6.2015;24;7;1;6;7;2;5;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;106;2,50000;1035;0,50000;8397,10000;3497,10000;9509,60000
273;12.6.2015;24;6;4;3;5;5;2;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;121;2,50000;1102;0,50000;8791,75000;3636,30000;10215,25000
274;13.6.2015;24;8;4;6;6;3;4;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;98;2,50000;1087;0,50000;9246,15000;3385,80000;10484,65000
275;14.6.2015;24;8;1;3;5;3;5;0;0,00000;1;1200,00000;0;150,00000;10;30,00000;99;2,50000;998;0,50000;8598,65000;3198,00000;10845,15000
276;15.6.2015;25;0;0;6;3;4;4;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;100;2,50000;1010;0,50000;9196,65000;3366,00000;10281,65000
277;16.6.2015;25;3;9;7;3;9;5;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;109;2,50000;1098;0,50000;9848,00000;3485,70000;10939,50000
278;17.6.2015;25;9;8;6;3;6;0;0;0,00000;0;1200,00000;4;150,00000;14;30,00000;119;2,50000;1005;0,50000;9738,30000;3420,60000;11558,30000
279;18.6.2015;25;1;8;4;0;1;2;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;120;2,50000;1049;0,50000;10337,90000;3688,20000;11582,40000
280;19.6.2015;25;7;7;0;9;2;7;0;0,00000;0;1200,00000;0;150,00000;14;30,00000;115;2,50000;1094;0,50000;10941,00000;3715,20000;12195,50000
281;20.6.2015;25;6;0;9;1;0;5;0;0,00000;0;1200,00000;1;150,00000;16;30,00000;113;2,50000;1106;0,50000;11238,90000;3526,80000;12704,40000
282;21.6.2015;25;7;0;7;1;2;3;0;0,00000;0;1200,00000;1;150,00000;20;30,00000;97;2,50000;1009;0,50000;11409,90000;3336,00000;12906,90000
283;22.6.2015;26;9;1;9;3;9;8;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;67;2,50000;1063;0,50000;11866,50000;3451,20000;13135,50000
284;23.6.2015;26;4;8;9;7;9;2;0;0,00000;0;1200,00000;0;150,00000;13;30,00000;116;2,50000;1060;0,50000;12383,75000;3454,50000;13593,75000
285;24.6.2015;26;8;3;6;7;6;6;0;0,00000;0;1200,00000;1;150,00000;15;30,00000;105;2,50000;985;0,50000;12720,60000;3383,70000;14075,60000
286;25.6.2015;26;7;4;1;5;5;4;0;0,00000;0;1200,00000;0;150,00000;13;30,00000;95;2,50000;1078;0,50000;13337,45000;3566,70000;14503,95000
287;26.6.2015;26;6;1;0;7;2;4;0;0,00000;0;1200,00000;0;150,00000;14;30,00000;113;2,50000;1071;0,50000;13886,10000;3573,30000;15124,10000
288;27.6.2015;26;0;4;0;8;3;1;0;0,00000;0;1200,00000;1;150,00000;14;30,00000;114;2,50000;994;0,50000;14218,45000;3368,70000;15570,45000
289;28.6.2015;26;0;0;0;0;1;6;0;0,00000;0;1200,00000;2;150,00000;18;30,00000;95;2,50000;1027;0,50000;14232,60000;3210,30000;15823,60000
290;29.6.2015;27;3;4;8;2;9;9;0;0,00000;0;1200,00000;1;150,00000;13;30,00000;107;2,50000;921;0,50000;14580,70000;3232,20000;15848,70000
291;30.6.2015;27;8;4;2;3;2;7;0;0,00000;0;1200,00000;0;150,00000;3;30,00000;91;2,50000;939;0,50000;15405,15000;3222,90000;16192,15000
292;1.7.2015;27;6;2;7;9;4;5;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;75;2,50000;933;0,50000;16095,75000;3229,20000;17019,75000
293;2.7.2015;27;5;6;1;8;1;7;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;111;2,50000;1027;0,50000;16683,10000;3356,70000;17774,10000
294;3.7.2015;27;6;4;1;9;5;6;0;0,00000;0;1200,00000;1;150,00000;14;30,00000;112;2,50000;1041;0,50000;17038,20000;3451,20000;18408,70000
295;4.7.2015;27;7;6;7;5;6;6;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;89;2,50000;975;0,50000;17569,00000;3201,60000;18639,00000
296;5.7.2015;27;3;4;6;9;5;8;0;0,00000;0;1200,00000;2;150,00000;6;30,00000;97;2,50000;915;0,50000;17872,50000;2967,00000;19052,50000
297;6.7.2015;28;9;6;8;8;6;9;0;0,00000;0;1200,00000;0;150,00000;4;30,00000;80;2,50000;885;0,50000;18624,40000;3028,80000;19386,90000
298;7.7.2015;28;3;9;5;1;7;1;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;95;2,50000;898;0,50000;19311,30000;3106,80000;20177,80000
299;8.7.2015;28;4;1;6;8;8;8;0;0,00000;0;1200,00000;1;150,00000;14;30,00000;97;2,50000;973;0,50000;19574,40000;3124,20000;20873,40000
300;9.7.2015;28;1;4;0;9;4;2;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;97;2,50000;1010;0,50000;20164,45000;3335,10000;21241,95000
301;10.7.2015;28;8;6;8;0;7;1;0;0,00000;0;1200,00000;0;150,00000;15;30,00000;122;2,50000;1032;0,50000;20643,20000;3499,50000;21914,20000
302;11.7.2015;28;8;2;3;1;1;9;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;105;2,50000;984;0,50000;21202,40000;3347,40000;22316,90000
303;12.7.2015;28;6;5;3;3;9;3;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;82;2,50000;955;0,50000;21705,05000;3150,30000;22777,55000
304;13.7.2015;29;8;3;3;0;9;0;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;83;2,50000;982;0,50000;22378,60000;3344,10000;23377,10000
305;14.7.2015;29;7;9;3;7;1;6;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;103;2,50000;984;0,50000;22818,15000;3398,10000;24077,65000
306;15.7.2015;29;1;1;0;8;1;9;0;0,00000;0;1200,00000;0;150,00000;16;30,00000;126;2,50000;949;0,50000;23244,55000;3391,80000;24514,05000
307;16.7.2015;29;2;9;0;9;8;4;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;109;2,50000;1033;0,50000;23814,25000;3497,40000;24993,25000
308;17.7.2015;29;3;4;6;4;5;9;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;99;2,50000;1045;0,50000;24509,15000;3529,80000;25579,15000
309;18.7.2015;29;3;3;4;7;3;3;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;113;2,50000;1041;0,50000;25068,60000;3324,90000;26171,60000
310;19.7.2015;29;7;1;5;7;1;3;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;106;2,50000;966;0,50000;25584,65000;3188,10000;26662,65000
311;20.7.2015;30;8;5;6;7;2;9;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;96;2,50000;980;0,50000;25957,00000;3344,70000;27257,00000
312;21.7.2015;30;3;4;6;1;2;4;0;0,00000;0;1200,00000;1;150,00000;14;30,00000;98;2,50000;1022;0,50000;26332,30000;3402,60000;27658,30000
313;22.7.2015;30;7;7;7;2;1;4;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;92;2,50000;1013;0,50000;26855,05000;3358,50000;28011,55000
314;23.7.2015;30;0;1;3;2;3;2;0;0,00000;0;1200,00000;4;150,00000;13;30,00000;91;2,50000;987;0,50000;26862,60000;3437,10000;28573,60000
315;24.7.2015;30;8;4;2;8;3;0;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;111;2,50000;1014;0,50000;27339,60000;3483,00000;28604,10000
316;25.7.2015;30;6;0;1;0;1;1;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;108;2,50000;1029;0,50000;27934,80000;3359,40000;29019,30000
317;26.7.2015;30;4;2;3;5;6;5;0;0,00000;0;1200,00000;1;150,00000;16;30,00000;97;2,50000;945;0,50000;28185,35000;3191,10000;29530,35000
318;27.7.2015;31;8;9;5;7;1;7;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;101;2,50000;971;0,50000;28641,20000;3227,70000;29799,20000
319;28.7.2015;31;2;2;0;5;7;9;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;110;2,50000;966;0,50000;29104,65000;3282,90000;30282,65000
320;29.7.2015;31;1;6;4;2;4;6;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;81;2,50000;996;0,50000;29544,45000;3240,60000;30724,95000
321;30.7.2015;31;3;4;6;8;9;4;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;99;2,50000;993;0,50000;29894,85000;3328,80000;31208,85000
322;31.7.2015;31;5;6;5;3;7;1;0;0,00000;0;1200,00000;2;150,00000;4;30,00000;113;2,50000;1027;0,50000;30347,00000;3336,30000;31563,00000
